Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué programa se almacena en la memoria del BIOS de un ordenador personal?";"";"";"Sistema Básico de Entrada Salida.";"Sistema Operativo del usuario.";"Aplicaciones de usuario.";"Juegos.";"";"";"es-hardware-almacenamiento-4"
"¿Qué ventaja tienen las memorias Flash incluidas en las unidades SSD?";"";"";"Son más rápidas y de mayor capacidad.";"Son más baratas y más sencillas.";"Son más lentas pero de mayor capacidad.";"Son más rápidas pero de menor capacidad.";"";"";"es-hardware-almacenamiento-4"
"¿En qué se basa la memoria de una unidad de disco duro?";"";"";"En un disco giratorio impregnado con una sustancia magnética.";"En un chip de memoria flash.";"En una memoria RAM.";"En una memoria ROM.";"";"";"es-hardware-almacenamiento-4"
"¿Para qué se utilizan los discos duros?";"";"";"Para almacenar programas y datos de forma permanente.";"Para aumentar la velocidad del procesador.";"Para expandir la memoria RAM del ordenador.";"Para ejecutar programas en el sistema operativo.";"";"";"es-hardware-almacenamiento-4"
"¿Cómo se utiliza la información almacenada en un disco duro?";"";"";"Se lee desde el disco duro y se escribe en la memoria RAM.";"Se copia directamente a la CPU.";"Se almacena temporalmente en la memoria caché.";"Se transfiere a otro disco duro para su uso.";"";"";"es-hardware-almacenamiento-4"
"¿Desde cuándo están en el mercado los discos duros?";"";"";"Desde 1956.";"Desde 1965.";"Desde 1976.";"Desde 1967.";"";"";"es-hardware-almacenamiento-4"
"¿Qué ventaja tienen los SSD sobre los discos duros?";"";"";"Son más rápidos, resistentes y de menor tamaño.";"Tienen una capacidad de almacenamiento mayor.";"Son más económicos.";"Son menos propensos a sufrir ataques de ransomware.";"";"";"es-hardware-almacenamiento-4"
"¿En qué se basa la unidad de estado sólido SSD?";"";"";"En chips de tecnología Flash.";"En discos giratorios impregnados con sustancia magnética.";"En memorias RAM con una pila de respaldo.";"En tecnologías asentadas y optimizadas.";"";"";"es-hardware-almacenamiento-4"
"¿Cuándo aparecieron los SSD en el mercado?";"";"";"Desde 2009.";"Desde 1956.";"Desde 1965.";"Desde 2020.";"";"";"es-hardware-almacenamiento-4"
"¿Cuál es la principal ventaja de los SSD en comparación con los HDD?";"";"";"Menor tiempo de acceso y mayor velocidad de transferencia.";"Mayor tiempo de acceso y mayor velocidad de transferencia.";"Mayor tiempo de acceso y menor velocidad de transferencia.";"Menor precio por gigabyte.";"";"";"es-hardware-almacenamiento-4"
"¿Cuál es la principal desventaja de los SSD en comparación con los HDD?";"";"";"Menor resistencia a un gran número de escrituras.";"Menor velocidad de transferencia.";"Mayor tamaño físico.";"Mayor ruido generado.";"";"";"es-hardware-almacenamiento-4"
"¿Cuál es la tasa de fallos de los SSD en comparación con los HDD?";"";"";"Menor, ya que no tienen partes móviles.";"Mayor, ya que tienen partes móviles.";"Igual, ya que tienen partes móviles similares.";"Ninguna de las anteriores.";"";"";"es-hardware-almacenamiento-4"
"¿Cuál es el consumo eléctrico de un SSD a máximo rendimiento?";"";"";"4W ó 5W.";"10W ó 12W.";"15W ó 20W.";"1W ó 2W.";"";"";"es-hardware-almacenamiento-4"
"¿Cuál es el precio por terabyte de un HDD de 2022 en comparación con el de un SSD?";"";"";"24€/TB de un HDD frente a 140€/TB de un SSD.";"140€/TB de un HDD frente a 24€/TB de un SSD.";"50€/TB de un HDD frente a 140€/TB de un SSD.";"140€/TB de un HDD frente a 50€/TB de un SSD.";"";"";"es-hardware-almacenamiento-4"
