Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué estructura famosa está completamente recubierta de piedra caliza?";"";"";"La Gran Pirámide de Guiza.";"La catedral de Burgos.";"La torre Eiffel.";"La Gran Muralla China.";"";"";"es-material-stone-2"
"¿Cómo está compuesta la piedra arenisca?";"";"";"Granos de cuarzo y otras partículas unidas por un cemento natural.";"Caliza cristalizada.";"Granos de calcio.";"Compuesta solo de cuarzo.";"";"";"es-material-stone-2"
"¿Para qué se emplea la piedra arenisca?";"";"";"Material de construcción y en piedras de afilar.";"Recubrimiento de monumentos.";"Producción de cemento.";"Esculpir esculturas.";"";"";"es-material-stone-2"
"¿Cómo se utilizan la grava y las arenas?";"";"";"Junto al cemento para formar hormigón.";"En la construcción de catedrales.";"Para recubrir estructuras.";"Como elementos decorativos.";"";"";"es-material-stone-2"
"¿Cuál es la roca sedimentaria más común?";"";"";"Piedra arenisca.";"Piedra caliza.";"Granito.";"Mármol.";"";"";"es-material-stone-2"
"¿Cómo se presentan los pétreos aglomerantes?";"";"";"En forma de polvo.";"Como bloques sólidos.";"En forma de pellets que se endurecen con el tiempo.";"Como piedras naturales.";"";"";"es-material-stone-2"
"¿Qué sucede poco tiempo después de la mezcla de los pétreos aglomerantes con agua?";"";"";"Endurecen y adoptan una consistencia pétrea.";"Se disuelven.";"Permanecen en estado líquido.";"Se vuelven más maleables.";"";"";"es-material-stone-2"
"¿Cuál es el color del yeso?";"";"";"Blanco.";"Negro.";"Gris.";"Amarillo.";"";"";"es-material-stone-2"
"¿Para qué se ha utilizado el yeso desde la prehistoria?";"";"";"Unir y sellar piedras de construcciones.";"Fabricar esculturas.";"Como material de construcción principal.";"Para fines decorativos.";"";"";"es-material-stone-2"
"¿Qué nombre recibe el yeso de grano más fino?";"";"";"Escayola.";"Mármol.";"Granito.";"Arenisca.";"";"";"es-material-stone-2"
"¿En qué se utiliza la escayola?";"";"";"Revestimiento y decoración de paredes y techos.";"Como material de construcción muy resistente.";"Para unir piedras de construcciones.";"Para la fabricación de bloques sólidos.";"";"";"es-material-stone-2"
"¿Cuál es la principal característica de los pétreos aglomerantes?";"";"";"Pueden moldearse antes de que endurezcan.";"Son piedras naturales con mucha resistencia a la compresión.";"Solo se utilizan en la prehistoria.";"Se presentan en forma de bloques sólidos.";"";"";"es-material-stone-2"
"¿Cuáles son los principales componentes del cemento?";"";"";"Piedra caliza y arcillas calcinadas más yeso.";"Arena y grava mezcladas con una proporción de agua.";"Refuerzo de acero y una materia aglomerante.";"Caliza y cuarzo.";"";"";"es-material-stone-2"
"¿Qué aglomerante se añade al cemento para mejorar sus propiedades?";"";"";"Yeso.";"Arena.";"Acero.";"Grava.";"";"";"es-material-stone-2"
"¿Cuál es el color general del cemento?";"";"";"Gris.";"Blanco.";"Marrón.";"Amarillo.";"";"";"es-material-stone-2"
"¿Cuál es el uso principal del cemento?";"";"";"Producción de hormigón.";"Fabricación de esculturas.";"Revestimiento de paredes.";"Decoración de techos.";"";"";"es-material-stone-2"
"¿Cuál es la producción anual estimada del cemento?";"";"";"Más de 4000 millones de toneladas.";"Menos de 1000 millones de toneladas.";"Cerca de 2000 millones de toneladas.";"No se conoce.";"";"";"es-material-stone-2"
"¿Cómo está formado el hormigón?";"";"";"Cemento mezclado con arena y grava.";"Piedra caliza y arcillas calcinadas y yeso.";"Es yeso de grano muy fino.";"Acero y yeso.";"";"";"es-material-stone-2"
"¿Qué tiene el hormigón armado para mejorar su resistencia interna?";"";"";"Barras de acero.";"Grava fina.";"Arena extra.";"Yeso adicional.";"";"";"es-material-stone-2"
"¿En qué se utiliza el hormigón?";"";"";"Hacer pilares y suelos en edificios, carreteras, puentes, presas, puertos, etc.";"Decoración de interiores, por ejemplo en techos con formas finas.";"Fabricación de esculturas.";"Revestimiento de fachadas.";"";"";"es-material-stone-2"
"¿Cuál es la relación entre el cemento y el hormigón?";"";"";"El hormigón está formado por cemento mezclado con arena y grava.";"El cemento está formado por hormigón y barras de acero de refuerzo.";"Ambos son términos intercambiables.";"El hormigón se utiliza para producir cemento.";"";"";"es-material-stone-2"
