Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué ocurría en los primeros sistemas operativos, como MS-DOS, respecto a los controladores de impresoras?";"";"";"No tenían controladores, por lo que cada programa tenía que añadir el suyo propio.";"Contaban con controladores para todas las impresoras del mercado, por lo que ocupaban mucho espacio.";"No permitían la impresión.";"Desactivaban las aplicaciones.";"";"";"es-software-sistema-operativo-4"
"¿Qué función cumple el sistema de gestión de procesos en un sistema operativo?";"";"";"Repartir el tiempo del microprocesador entre todos los programas.";"Coordinar elementos de hardware tales como la memoria RAM y el disco duro.";"Instalar controladores de dispositivos.";"Programar aplicaciones específicas.";"";"";"es-software-sistema-operativo-4"
"¿Cómo da la impresión un sistema de gestión de procesos de que varios programas corren a la vez?";"";"";"Repartiendo el tiempo del microprocesador entre los programas.";"Aumentando la velocidad del microprocesador cuando hay mucha demanda.";"Desactivando programas.";"Eliminando núcleos de CPU.";"";"";"es-software-sistema-operativo-4"
"¿Qué tareas realiza el núcleo o kernel en relación con los recursos de la computadora?";"";"";"Coordinar y transmitir información entre hardware y software.";"Instalar controladores de dispositivos.";"Gestionar procesos de impresión.";"Desactivar periféricos.";"";"";"es-software-sistema-operativo-4"
"¿Qué función tiene el sistema de gestión de la memoria?";"";"";"Reservar bloques de memoria RAM para los programas.";"Presentar información en la pantalla de los programas.";"Gestionar interrupciones.";"Mover el cursor por la pantalla.";"";"";"es-software-sistema-operativo-4"
"¿Qué es la recolección de basura?";"";"";"Liberar bloques de memoria RAM no utilizados.";"Almacenar archivos de datos en la memoria permanente.";"Reservar más memoria para programas.";"Generar interrupciones cuando aparezca un programa basura.";"";"";"es-software-sistema-operativo-4"
"¿Qué significan las siglas GUI?";"";"";"Interfaz gráfica de usuario.";"Interfaz de gestión de unidades.";"Gestión unificada de interrupciones";"Gráficos de uso interno";"";"";"es-software-sistema-operativo-4"
"¿Cuál es la función principal de la interfaz gráfica de usuario?";"";"";"Presentar información en la pantalla y recoger acciones del usuario.";"Reservar bloques de memoria RAM para las distintas aplicaciones.";"Gestionar interrupciones del sistema.";"Mover el cursor con el ratón.";"";"";"es-software-sistema-operativo-4"
"¿Por qué la interfaz de usuario es común a todos los programas en un sistema operativo?";"";"";"Para lograr un aspecto homogéneo y simplificar la programación.";"Para incrementar la complejidad del sistema operativo.";"Para limitar el acceso a ciertos programas.";"Para eliminar la necesidad de programación de aplicaciones.";"";"";"es-software-sistema-operativo-4"
"¿Cómo se llama la tarea que libera de la memoria bloques no utilizados?";"";"";"Recolección de basura.";"Reserva de memoria.";"Gestión de interrupciones.";"Interfaz gráfica de usuario.";"";"";"es-software-sistema-operativo-4"
"¿Qué son las interrupciones?";"";"";"Señales que envían los periféricos para ser atendidos.";"Elementos gráficos en la pantalla que llaman la atención.";"Bloques de memoria RAM.";"Datos listos para enviar por la red.";"";"";"es-software-sistema-operativo-4"
"¿Qué alerta a la computadora para atender a los datos enviados por un periférico?";"";"";"Las interrupciones.";"La reserva de memoria.";"La recolección de basura.";"La gestión de procesos.";"";"";"es-software-sistema-operativo-4"
"¿Por qué son importantes las interrupciones en el funcionamiento de la computadora?";"";"";"Evitan que la computadora esté continuamente atendiendo a cada periférico.";"Aumentan la complejidad del sistema operativo.";"Limitan el acceso a programas maliciosos.";"Desactivan los periféricos.";"";"";"es-software-sistema-operativo-4"
"¿Cuál es el beneficio de utilizar interrupciones en lugar de comprobar continuamente si un periférico tiene datos listos?";"";"";"Ahorra recursos al evitar verificaciones constantes.";"Incrementa la complejidad del sistema operativo.";"Reduce la velocidad del sistema.";"Desactiva la gestión de memoria.";"";"";"es-software-sistema-operativo-4"
"¿Cuál es la función principal del sistema de archivos?";"";"";"Controlar cómo se almacenan y recuperan los datos en unidades de almacenamiento.";"Administrar el espacio libre en la memoria RAM.";"Transmitir paquetes de datos por la red Wifi.";"Gestionar el acceso a recursos software del sistema.";"";"";"es-software-sistema-operativo-4"
"¿Qué ocurriría sin un sistema de archivos en un medio de almacenamiento?";"";"";"Los datos se convertirían en un conjunto indistinguible.";"Se perderían los datos almacenados.";"La computadora no funcionaría.";"Los programas no podrían ejecutarse.";"";"";"es-software-sistema-operativo-4"
"¿Cuáles son algunas de las principales funciones del sistema de archivos?";"";"";"Asignación de espacio a nuevos datos, administración del espacio libre y acceso a datos.";"Comprobación de usuarios y contraseñas.";"Transmisión de paquetes de datos por redes.";"Gestión del sistema operativo.";"";"";"es-software-sistema-operativo-4"
"¿Qué controla el sistema de seguridad en una computadora?";"";"";"El acceso de programas o usuarios a los recursos del sistema.";"La asignación de espacio a archivos.";"La administración del espacio libre en el disco duro.";"La gestión de comunicaciones por Bluetooth.";"";"";"es-software-sistema-operativo-4"
"¿Cuál es una tarea del sistema de seguridad en una sesión del sistema?";"";"";"Comprobar el usuario y la contraseña correctas.";"Transmitir paquetes de datos por la red local.";"Asignar espacio a archivos.";"Gestionar el acceso a la memoria RAM.";"";"";"es-software-sistema-operativo-4"
"¿Qué controla el sistema de gestión de comunicaciones?";"";"";"Las redes de datos conectadas a la computadora.";"El acceso a recursos del sistema.";"La asignación de espacio en la memoria permanente.";"La administración del espacio libre en la memoria USB.";"";"";"es-software-sistema-operativo-4"
"¿Cuál es la función de los programas de sistema?";"";"";"Gestionar el sistema operativo o informar de su estado.";"Controlar el acceso a programas específicos.";"Administrar la red Wifi.";"Transmitir paquetes de datos por la red Bluetooth.";"";"";"es-software-sistema-operativo-4"
"¿Cuál de los siguientes NO es un ejemplo de programa de sistema?";"";"";"Reproductor de música.";"Aplicación de ajustes en Android.";"Explorador de archivos.";"Consola de comandos.";"";"";"es-software-sistema-operativo-4"
"¿Qué gestiona el sistema de archivos en relación con los datos guardados?";"";"";"Asignación de espacio a archivos y acceso a datos.";"Control del acceso de usuarios.";"Transmisión de paquetes de datos por la red local.";"Administración del espacio libre en la memoria RAM.";"";"";"es-software-sistema-operativo-4"
