Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cómo es la resistencia mecánica del titanio?";"";"";"Tiene buena resistencia mecánica, hasta 140 kg/mm2.";"Tiene poca resistencia mecánica, hasta 140 kg/mm2.";"Tiene muchísima resistencia mecánica, hasta 410 kg/mm2.";"No tiene resistencia mecánica.";"";"";"es-material-metals-3"
"¿En qué campo es especialmente apreciado el titanio?";"";"";"Prótesis médicas y maquinaria aeroespacial.";"Agricultura.";"Construcción de edificios.";"Fabricación de alimentos.";"";"";"es-material-metals-3"
"¿Cuál es la relación entre la dureza y la densidad del titanio en comparación con los aceros?";"";"";"Casi igual de resistente, con menor densidad.";"Casi igual de resistente, con mayor densidad.";"Más resistente, con mayor densidad.";"Menos resistente, con mayor densidad.";"";"";"es-material-metals-3"
"¿Para qué se utiliza el óxido de titanio?";"";"";"Para fabricar pinturas blancas con un color muy puro y muy buena resistencia a la radiación solar.";"Para fabricar pinturas rojas con un color muy puro y muy buena resistencia a la radiación solar.";"Para fabricar pinturas blancas con un color muy puro y poca resistencia a la radiación solar.";"Para fabricar pinturas rojas con un color muy puro y poca resistencia a la radiación solar.";"";"";"es-material-metals-3"
"¿Qué aplicación médica tiene el titanio?";"";"";"Fabricación de prótesis médicas.";"Fabricación de medicamentos avanzados.";"Fabricación de alimentos para bebés.";"Fabricación de pinturas de color blanco muy puro.";"";"";"es-material-metals-3"
"¿Cuál es el color del plomo?";"";"";"Gris oscuro.";"Plateado brillante.";"Blanco brillante.";"Rojo brillante.";"";"";"es-material-metals-3"
"¿Para qué se utiliza el plomo?";"";"";"Soldadura de componentes electrónicos, baterías, blindajes anti-radiaciones.";"Fabricación de fluorescentes, termómetros, pilas.";"Construcción de prótesis médicas, maquinaria aeroespacial.";"Fabricación de alimentos y productos químicos.";"";"";"es-material-metals-3"
"¿Cuál es la temperatura de fusión del plomo?";"";"";"Es baja, 327ºC.";"Es muy baja, 137ºC.";"Es relativamente alta, 572ºC.";"Es relativamente baja, 217ºC.";"";"";"es-material-metals-3"
"¿Por qué se tiende a reducir el uso del plomo en la actualidad?";"";"";"Por ser altamente contaminante.";"Por su baja resistencia mecánica.";"Por su color gris oscuro.";"Por su alto costo de producción.";"";"";"es-material-metals-3"
"¿Cuál es el color del mercurio?";"";"";"Plateado brillante.";"Gris oscuro.";"Blanco brillante.";"Rojo brillante.";"";"";"es-material-metals-3"
"¿Qué metal se utiliza para recubrir la hojalata en las latas de conserva?";"";"";"Estaño.";"Plomo.";"Mercurio.";"Oro.";"";"";"es-material-metals-3"
"¿Qué propiedades tiene el estaño?";"";"";"Es blando y solo se oxida superficialmente.";"Es blando y se oxida con facilidad.";"Es muy duro y se oxida con facilidad.";"Es muy duro y solo se oxida superficialmente.";"";"";"es-material-metals-3"
"¿Para qué se utiliza el mercurio?";"";"";"Fabricación de fluorescentes, termómetros, amalgama para empastes.";"Soldadura de componentes electrónicos, baterías, blindajes anti-radiaciones.";"Construcción de prótesis médicas, maquinaria aeroespacial.";"Fabricación de alimentos y productos químicos.";"";"";"es-material-metals-3"
"¿Qué es la hojalata?";"";"";"Acero recubierto de una fina capa de estaño.";"Plomo líquido a temperatura ambiente.";"Mercurio plateado brillante.";"Estaño blanco brillante.";"";"";"es-material-metals-3"
"¿Cuál es el color del zinc?";"";"";"Blanco brillante.";"Blanco agrisado.";"Plateado brillante.";"Negro mate.";"";"";"es-material-metals-3"
"¿Para qué se utiliza el zinc aleado con cobre?";"";"";"Para producir latón.";"Para fabricar acero inoxidable.";"Para galvanizar piezas de hierro.";"Para fabricar acero recubierto de estaño.";"";"";"es-material-metals-3"
"¿Qué proceso evita la oxidación de piezas de hierro recubriendo su superficie con zinc?";"";"";"La galvanización.";"El cromado.";"La aleación.";"El termoformado.";"";"";"es-material-metals-3"
"¿Cómo es el color del cromo mencionado en el texto?";"";"";"Blanco agrisado.";"Blanco brillante.";"Amarillo.";"Negro mate.";"";"";"es-material-metals-3"
"¿Qué metal se utiliza aleado con acero para fabricar acero inoxidable?";"";"";"Cromo.";"Zinc.";"Níquel.";"Cobre.";"";"";"es-material-metals-3"
"¿Qué es el cromado?";"";"";"Depositar una capa protectora de cromo sobre otro material, para que no se oxide.";"Producción de latón mediante el proceso de galvanización.";"Curtido de cuero mediante la utilización de cromo trivalente.";"Recubrimiento de una chapa de hierro con zinc para evitar su oxidación.";"";"";"es-material-metals-3"
"¿Cuál es el tono del color del níquel?";"";"";"Blanco con ligero tono amarillo.";"Blanco con ligero tono gris.";"Blanco brillante.";"Blanco con ligero tono rojizo.";"";"";"es-material-metals-3"
"¿Para qué se utilizan las aleaciones cobre-níquel?";"";"";"Fabricar motores marinos, industria química, acuñar monedas.";"Producir latón, galvanizar piezas de hierro, pinturas.";"Aleación con acero para fabricar acero inoxidable.";"Curtido de cuero, catalizadores, pilas eléctricas.";"";"";"es-material-metals-3"
"¿Cuál es el color del cadmio?";"";"";"Blanco azulado.";"Plateado brillante.";"Amarillo.";"Verde oscuro.";"";"";"es-material-metals-3"
"¿Para qué se utiliza el cadmio?";"";"";"Baterías de Níquel-Cadmio recargables, fabricación de cojinetes con baja fricción.";"Fabricación de acero inoxidable, galvanización.";"Producción de latón, pinturas.";"Construcción de prótesis médicas, maquinaria aeroespacial.";"";"";"es-material-metals-3"
