Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué caracteriza al siglo XX según el texto?";"";"";"El impacto ambiental comienza a ser visto como un problema.";"La sociedad no se preocupa por el medio ambiente.";"El planeta no enfrenta ningún peligro.";"No hay tensiones sociopolíticas en la época.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Qué término se empieza a utilizar para describir el problema global en el Siglo XX?";"";"";"Calentamiento global.";"Deforestación local.";"Contaminación atmosférica.";"Crisis económica.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Por qué se convirtieron en polémicas las centrales nucleares según el texto?";"";"";"Por la peligrosidad de sus residuos.";"Por su eficiencia en la producción de energía.";"Por ser una fuente de energía no renovable.";"Por su baja contaminación.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Qué tecnologías se mencionan como ejemplos de energías alternativas y renovables en el texto?";"";"";"Solar, eólica y biomasa.";"Carbón y petróleo.";"Gas natural y nuclear.";"Carbón y gasolina.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Cuál es una de las razones por las que se busca la sustitución de energías no renovables?";"";"";"Impacto económico positivo.";"Menor eficiencia energética.";"Mayor contaminación del aire.";"Problemas con la deforestación.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Qué ha modificado la vida del hombre a lo largo de la historia según el texto?";"";"";"Las innovaciones tecnológicas.";"La escritura.";"La agricultura.";"La medicina.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Qué efecto tuvieron los transportes y las comunicaciones en el comercio según el texto?";"";"";"Lo desarrollaron.";"Lo redujeron.";"No tuvieron ningún impacto.";"Lo hicieron más costoso.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Qué ha posibilitado la escritura, la imprenta e Internet según el texto?";"";"";"Adquirir mayores conocimientos y mayor información.";"Viajar más lentamente por el planeta.";"Dependencia del medio natural.";"Estar aislados de la sociedad.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Cuál es uno de los principales desafíos de la actividad tecnológica mencionado en el texto?";"";"";"Minimizar el impacto ambiental.";"Incrementar la dependencia de máquinas.";"Reducir la eficiencia energética.";"Aumentar el consumo de recursos naturales.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Qué busca el desarrollo sostenible según el texto?";"";"";"Hacer compatible la calidad de vida con el respeto al medio ambiente.";"Promover la dependencia de la Tecnología.";"Desarrollar tecnologías complejas.";"Impedir el despilfarro de recursos naturales.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Qué se busca con el ahorro de energía según el texto?";"";"";"Impedir el despilfarro de recursos naturales.";"Incrementar el consumo de energía.";"Aumentar el impacto ambiental.";"Promover la dependencia de máquinas.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
"¿Cuál es uno de los principales objetivos del desarrollo sostenible según el texto?";"";"";"Minimizar el impacto ambiental de la Tecnología.";"Aumentar el consumo de recursos naturales.";"Desarrollar tecnologías complejas.";"Reducir la eficiencia energética.";"";"";"es-historia-tecnologia-siglos-xx-xxi"
