Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué ventaja tiene el conector DVI respecto al conector HDMI?";"";"";"Permite atornillar el cable a la caja del ordenador";"Permite transmitir señales de audio";"Tiene mayor capacidad de resolución";"Es mucho más barato";"";"";"es-hardware-comunicaciones-4"
"¿Qué tipo de señales transmite el conector HDMI?";"";"";"Tanto vídeo como audio con señales digitales";"Tanto vídeo como audio con señales analógicas";"Solo vídeo con señales digitales";"Solo audio con señales digitales";"";"";"es-hardware-comunicaciones-4"
"¿En qué tipo de equipos se utiliza principalmente el conector HDMI?";"";"";"En equipos informáticos";"En equipos multimedia nuevos";"En pantallas antiguas CRT";"Ninguna de las anteriores";"";"";"es-hardware-comunicaciones-4"
"¿Qué desventaja tiene el conector HDMI respecto a otros conectores de vídeo?";"";"";"Es más frágil";"Ofrece peores prestaciones";"Utiliza señales analógicas";"Ninguna de las anteriores";"";"";"es-hardware-comunicaciones-4"
"¿Qué tipo de estándar es el conector HDMI?";"";"";"Para comunicar la tarjeta gráfica del ordenador con el monitor de vídeo o con el proyector";"Para comunicar vídeo que utiliza señales tanto analógicas como digitales";"Para transferir tanto vídeo como audio con señales digitales";"Ninguna de las anteriores";"";"";"es-hardware-comunicaciones-4"
"¿Qué es Ethernet?";"";"";"Un estándar de red local utilizado para conectar ordenadores en redes de área local";"Un tipo de conexión inalámbrica";"Una tecnología de fibra óptica";"Una marca de cableado de cobre";"";"";"es-hardware-comunicaciones-4"
"¿Cuál es la distancia máxima que los cables de cobre de Ethernet suelen soportar?";"";"";"100 metros";"50 metros";"300 metros";"1 kilómetro";"";"";"es-hardware-comunicaciones-4"
"¿Cómo se puede ampliar la distancia de los cables de cobre?";"";"";"Utilizando switch intermedios que hagan de repetidores o usando cables de fibra óptica";"Utilizando conexiones inalámbricas";"Utilizando un cable de cobre de mayor calidad";"Utilizando un hub amplificador de señal";"";"";"es-hardware-comunicaciones-4"
"¿Qué tipo de cable se utiliza mayoritariamente en conexiones Ethernet?";"";"";"Cable de cobre UTP o STP";"Cable de fibra óptica";"Cable de cobre coaxial";"Cable de cobre PTP";"";"";"es-hardware-comunicaciones-4"
"¿Qué estándar de comunicaciones Ethernet tiene una velocidad de 100 Mbit/s?";"";"";"100Base T2";"10Base T";"1000Base T";"10GBase T";"";"";"es-hardware-comunicaciones-4"
"¿Cuál es la mayor ventaja de la fibra óptica sobre los cables de cobre?";"";"";"Puede llevar información a mucha mayor velocidad y distancia";"Es más barata de instalar";"Es más sencilla de manejar";"Es más duradera";"";"";"es-hardware-comunicaciones-4"
"¿Qué ventaja tiene la FTTH o fibra hasta el hogar?";"";"";"Da acceso a internet en los hogares";"Es más barata que la fibra óptica";"Tiene una velocidad menor que los cables de cobre";"No necesita instalación";"";"";"es-hardware-comunicaciones-4"
"¿Cuál es una desventaja de la fibra óptica?";"";"";"Su mayor costo";"Su facilidad de instalación";"Su menor velocidad de transmisión";"Su menor alcance";"";"";"es-hardware-comunicaciones-4"
"¿Qué es el estándar wifi?";"";"";"Una tecnología que permite conectar equipos entre sí o a internet de forma inalámbrica";"Una tecnología de fibra óptica";"Una conexión por cable";"Una marca de cableado de cobre";"";"";"es-hardware-comunicaciones-4"
"¿Cuál es la principal ventaja de las redes wifi?";"";"";"No necesita cables para realizar las conexiones";"Es más segura que las conexiones por cable";"Tiene una velocidad mayor que la fibra óptica";"Puede alcanzar mayores distancias que la fibra óptica";"";"";"es-hardware-comunicaciones-4"
"¿Qué desventaja tienen las redes wifi?";"";"";"Comparten el medio de transmisión con todos los demás equipos";"Son más costosas que las conexiones por cable";"Tienen una velocidad menor que los cables de cobre";"Tienen un alcance menor que la fibra óptica";"";"";"es-hardware-comunicaciones-4"
"¿Qué estándar de wifi puede transmitir a velocidades mayores de 60 Mbyte/s hasta distancias de 100 metros?";"";"";"802.11ax";"802.11a";"802.11b";"802.11g";"";"";"es-hardware-comunicaciones-4"
"¿Para qué sirve el estándar Bluetooth?";"";"";"Facilitar las comunicaciones inalámbricas entre dispositivos móviles.";"Facilitar las comunicaciones a través de cables entre dispositivos móviles.";"Limitar el alcance de las comunicaciones entre dispositivos móviles.";"Aumentar la distancia de transmisión entre dispositivos móviles.";"";"";"es-hardware-comunicaciones-4"
"¿Cuál es la principal ventaja del Bluetooth en comparación con la conexión Wifi?";"";"";"Menor consumo de energía.";"Mayor alcance de la conexión.";"Mayor velocidad de transferencia de archivos.";"Mayor versatilidad.";"";"";"es-hardware-comunicaciones-4"
"¿Qué distancia aproximada puede cubrir el alcance del estándar Bluetooth?";"";"";"Unos 10 metros.";"Unos 5 metros.";"Unos 20 metros.";"Unos 50 metros.";"";"";"es-hardware-comunicaciones-4"
