Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cuál de estas maderas es blanda?";"";"";"Pino";"Roble";"Haya";"Nogal";"";"";"es-material-wood"
"¿Cuál de estas maderas es blanda?";"";"";"Chopo";"Castaño";"Roble";"Haya";"";"";"es-material-wood"
"Los distintos tipos de maderas tienen una dureza";"";"";"Distinta";"Muy parecida";"La mayoría son blandas";"No tienen dureza";"";"";"es-material-wood"
"El veteado de la madera es";"";"";"Muy apreciado";"Poco apreciado";"Algo que debe esconderse";"La madera no tiene veteado";"";"";"es-material-wood"
"El tablero de contrachapado es";"";"";"Un tablero artificial formado por láminas de madera encoladas";"Un tablero artificial formado por virutas y cola comprimidas";"Un tablero artificial formado por fibras de madera y resina sintética";"Un tablero de madera maciza";"";"";"es-material-wood"
"El tablero de aglomerado es";"";"";"Un tablero artificial formado por virutas y cola comprimidas";"Un tablero artificial formado por láminas de madera encoladas";"Un tablero artificial formado por fibras de madera y resina sintética";"Un tablero de madera maciza";"";"";"es-material-wood"
"El DM o tablero de fibras es";"";"";"Un tablero artificial formado por fibras de madera y resina sintética";"Un tablero artificial formado por virutas y cola comprimidas";"Un tablero artificial formado por láminas de madera encoladas";"Un tablero de madera maciza";"";"";"es-material-wood"
"A los tableros artificiales se les suele pegar en el exterior una  chapa de madera natural o de material plástico";"";"";"Si, mejora la resistencia y aspecto del tablero artificial";"No, los tableros artificiales solo se pintan";"No, los tableros artificiales no se pueden tapar";"Si, aunque eso disminuye la resistencia del tablero";"";"";"es-material-wood"
"La operación de aserrado de la madera sigue los siguientes pasos";"";"";"Medir. Marcar. Sujetar. Serrar";"Marcar. Medir. Sujetar. Serrar";"Medir. Marcar. Serrar. Sujetar";"Serrar. Pulir. Pintar";"";"";"es-material-wood"
"La operación que consiste en la separación de las piezas de madera se llama";"";"";"Aserrado";"Separado";"Corte";"Talado";"";"";"es-material-wood"
"La operación de eliminar material de una pieza de madera para afinar su forma o quitar las asperezas se denomina";"";"";"Limar o desbastar";"Pulir";"Amolar";"Alisar";"";"";"es-material-wood"
"La operación que consigue que la madera tenga un acabado fino al tacto se denomina";"";"";"Lijar o pulir";"Desbastar";"Amolar";"Aserrar";"";"";"es-material-wood"
"Para pulir con un grano de lija más fino se utiliza un papel de lija";"";"";"Primero de numeración baja y luego de numeración alta";"Primero de numeración alta y luego de numeración baja";"De numeración baja";"Directamente de numeración alta";"";"";"es-material-wood"
"Practicar agujeros sobre la pieza de madera con una broca es";"";"";"Taladrar la madera";"Clavar la madera";"Agujerear la madera";"Troquelar la madera";"";"";"es-material-wood"
"Para unir dos maderas de forma permanente podemos usar";"";"";"Cola blanca";"Clavos";"Tornillos";"Ensambles";"";"";"es-material-wood"
"Para unir la madera de forma no permanente podemos usar";"";"";"Tornillos";"Cola blanca";"Cola termofusible";"Pegamento de contacto";"";"";"es-material-wood"
"Esta herramienta se llama";"../images/material-screwdriver.jpg";"400";"Destornillador";"Gubia";"Punzón";"Formón";"";"";"es-material-wood"
"Esta herramienta se llama";"../images/material-hammer.jpg";"400";"Martillo";"Amartillador";"Martillador";"Clavador";"";"";"es-material-wood"
