Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Cómo se forma el color cian en el esquema RGB?";"";"";"Verde + Azul.";"Rojo + Azul.";"Rojo + Verde.";"Amarillo + Magenta.";"";"";"es-software-formatos-imagen-3"
"¿Cuáles son los colores secundarios en el esquema RGB?";"";"";"Amarillo, magenta y cian.";"Rojo, verde y azul.";"Blanco y negro.";"Rojo, amarillo y azul.";"";"";"es-software-formatos-imagen-3"
"¿Qué produce la ausencia de color en el esquema RGB?";"";"";"El color negro.";"El color blanco.";"El color gris.";"El color Amarillo.";"";"";"es-software-formatos-imagen-3"
"¿Por qué se denomina "sustractivo" al esquema CMYK?";"";"";"Porque genera colores sustrayendo colores a la luz blanca.";"Porque sustrae la luz blanca para formar colores.";"Porque utiliza solo colores secundarios.";"Porque se utiliza en monitores y televisores.";"";"";"es-software-formatos-imagen-3"
"¿Cuáles son los colores primarios en el esquema CMYK?";"";"";"Cian, magenta, amarillo y negro";"Rojo, verde y azul";"Amarillo, magenta y cian";"Blanco, negro y gris";"";"";"es-software-formatos-imagen-3"
"¿En qué se basa el esquema CMYK para generar colores?";"";"";"Reflejar la luz blanca y sustraer algún color con tintas.";"Sumar fuentes de luz.";"Utilizar solo colores secundarios.";"Absorber todos los colores.";"";"";"es-software-formatos-imagen-3"
"¿Dónde se utiliza comúnmente el esquema de color sustractivo CMYK?";"";"";"En impresoras e imprentas.";"En monitores, televisores.";"Solo lo utilizan los profesionales de la impresión.";"Se utiliza en las pantallas de los teléfonos.";"";"";"es-software-formatos-imagen-3"
"¿Por qué se utiliza una tinta específica para conseguir el color negro en el esquema CMYK?";"";"";"Porque es más sencillo y se ve más oscuro.";"Porque es más barato.";"Para ahorrar tinta.";"Para resaltar el color blanco.";"";"";"es-software-formatos-imagen-3"
"¿Qué absorbe la tinta amarilla en el esquema CMYK?";"";"";"Azul.";"Rojo.";"Verde.";"Todos los colores primarios.";"";"";"es-software-formatos-imagen-3"
"¿Qué absorbe la tinta magenta en el esquema CMYK?";"";"";"Verde.";"Azul.";"Rojo.";"Negro.";"";"";"es-software-formatos-imagen-3"
"¿Qué absorbe la tinta cian en el esquema CMYK?";"";"";"Rojo.";"Verde.";"Azul.";"Blanco.";"";"";"es-software-formatos-imagen-3"
"¿En qué se basa la formación de colores secundarios en el esquema CMYK?";"";"";"Mezclando tintas y absorbiendo más de un color.";"Sumando colores primarios.";"Reflejando la luz blanca.";"No se forman colores secundarios en este esquema.";"";"";"es-software-formatos-imagen-3"
"¿Cómo se forma el color negro en el esquema CMYK?";"";"";"Sumando los tres colores primarios o con la tinta K (negra).";"Restando los tres colores primarios cian, magenta y amarillo.";"Sin mezclar ninguna tinta.";"No es posible formar negro en este esquema.";"";"";"es-software-formatos-imagen-3"
"¿Cómo se forma el color verde en el esquema CMYK?";"";"";"Cian + Amarillo.";"Magenta + Amarillo.";"Cian + Magenta.";"Rojo + Azul.";"";"";"es-software-formatos-imagen-3"
"¿Cómo se forma el color rojo en el esquema CMYK?";"";"";"Magenta + Amarillo.";"Cian + Amarillo.";"Cian + Magenta.";"Verde + Azul.";"";"";"es-software-formatos-imagen-3"
"¿Cómo se forma el color azul en el esquema CMYK?";"";"";"Cian + Magenta.";"Magenta + Amarillo.";"Cian + Amarillo.";"Rojo + Verde.";"";"";"es-software-formatos-imagen-3"
"¿Cuáles son los colores secundarios en el esquema CMYK?";"";"";"Rojo, verde y azul.";"Amarillo, magenta y cian.";"Blanco y negro.";"Rojo, amarillo y verde.";"";"";"es-software-formatos-imagen-3"
"¿Qué produce la ausencia de color en el esquema CMYK?";"";"";"El color blanco.";"El color negro.";"El color gris.";"El color Amarillo.";"";"";"es-software-formatos-imagen-3"
