Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué facilita la gran ductilidad del vidrio?";"";"";"Crear hilos finos y muy resistentes que refuerzan otros materiales.";"Crear láminas finas, transparentes y resistentes para las ventanas.";"Moldear con facilidad el vidrio en cualquier forma.";"El vidrio no es dúctil.";"";"";"es-material-stone-1"
"¿Por qué los vidrios y cerámicas se utilizan como separadores eléctricos en las líneas de alta tensión?";"";"";"Porque tienen poca conductividad eléctrica.";"Porque tienen alta conductividad térmica y eléctrica.";"Porque son maleables y dúctiles.";"Porque se funden con facilidad.";"";"";"es-material-stone-1"
"¿Cómo es la conductividad térmica y eléctrica de los pétreos?";"";"";"Tienen poca conductividad térmica y eléctrica.";"Tienen poca conductividad térmica pero mucha conductividad eléctrica.";"Tienen mucha conductividad térmica pero poca conductividad eléctrica.";"Tienen mucha conductividad térmica y eléctrica.";"";"";"es-material-stone-1"
"¿Cómo resisten los materiales pétreos las altas tensiones y las altas temperaturas?";"";"";"Resisten bien las altas tensiones y temperaturas.";"Resisten mal las altas tensiones y temperaturas.";"Resisten bien las altas tensiones y mal las altas temperaturas.";"Resisten mal las altas tensiones y bien las altas temperaturas.";"";"";"es-material-stone-1"
"¿Cómo se caracterizan las propiedades químicas de los pétreos?";"";"";"Son muy estables y suelen resistir bien a ácidos y cáusticos.";"Son inestables y se descomponen fácilmente.";"Son sensibles a la radiación solar.";"Se oxidan con facilidad.";"";"";"es-material-stone-1"
"¿Qué materiales pétreos se deshacen con los ácidos?";"";"";"Rocas calizas y mármol.";"Granito y pizarra.";"Vidrio y cerámica.";"Cemento y aglomerantes.";"";"";"es-material-stone-1"
"¿Qué material pétreo se pueden reciclar con facilidad?";"";"";"El vidrio.";"El asbesto.";"El cemento.";"El granito.";"";"";"es-material-stone-1"
"¿Cómo suelen ser de reciclables los materiales pétreos?";"";"";"Suelen ser poco reciclables.";"Suelen ser muy reciclables.";"Suelen ser muy reciclables, pero un número pequeño de veces.";"No se sabe.";"";"";"es-material-stone-1"
"¿Cómo es la toxicidad de los materiales pétreos?";"";"";"El granito y el asbesto son tóxicos.";"No son tóxicos.";"Son altamente tóxicos.";"Solo el vidrio es no tóxico.";"";"";"es-material-stone-1"
"¿Cuál es el impacto ambiental de la fabricación del cemento?";"";"";"Produce muchos gases de efecto invernadero.";"No tiene impacto ambiental.";"Contribuye a la disminución de las emisiones de CO2.";"Es completamente ecológico.";"";"";"es-material-stone-1"
"¿Qué se menciona sobre el asbesto o amianto?";"";"";"Es altamente cancerígeno y su uso está prohibido en países occidentales.";"Es un material seguro y no causa problemas de salud.";"Su uso está permitido en la fabricación de fibrocemento, que se conoce también por el nombre comercial de Uralita.";"No tiene impacto en la salud humana.";"";"";"es-material-stone-1"
"¿Qué problema de salud está asociado con el granito?";"";"";"Generación de radón, un gas radiactivo y cancerígeno.";"Producción de gases de efecto invernadero.";"Pérdida de calidad durante el reciclaje.";"Toxicidad en la naturaleza.";"";"";"es-material-stone-1"
"¿Qué porcentaje de las emisiones de CO2 se estima que proviene de la fabricación del cemento?";"";"";"8%.";"20%.";"2%.";"50%.";"";"";"es-material-stone-1"
"¿Cuál es la propiedad del vidrio que lo hace especialmente favorable desde el punto de vista ecológico?";"";"";"Es reciclable muchas veces sin pérdida de calidad.";"Produce gases de efecto invernadero.";"Contiene radón.";"Es tóxico en la naturaleza.";"";"";"es-material-stone-1"
"¿Qué precaución deben tener las zonas habitadas con granito en los alrededores?";"";"";"Usar buenos sistemas de ventilación, debido al radón.";"Evitar la construcción de viviendas en esas zonas.";"Ignorar el impacto del granito en la salud.";"No se requieren precauciones específicas.";"";"";"es-material-stone-1"
