Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué medidas se pueden tomar para mitigar las brechas de seguridad?";"";"";"Mantener actualizados los sistemas y utilizar contraseñas seguras.";"Compartir información confidencial con personas de confianza.";"Ignorar posibles amenazas y no adoptar prácticas de seguridad cibernética.";"Utilizar software no confiable y abrir archivos adjuntos de correos electrónicos desconocidos.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuáles pueden ser las consecuencias de una brecha de seguridad?";"";"";"Robo de datos personales, pérdida financiera y la interrupción de servicios.";"Mejora de la reputación de una organización.";"Incremento de la confianza del público en una empresa.";"Disminución de la seguridad cibernética en general.";"";"";"es-ciberseguridad-amenazas-3"
"¿Por qué es importante mantener actualizados los sistemas?";"";"";"Para protegerlos contra las últimas vulnerabilidades conocidas.";"Para aumentar la velocidad de los dispositivos.";"Para facilitar el acceso a información sensible.";"Para evitar el uso de contraseñas seguras.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál es una medida de seguridad cibernética sólida que se debe adoptar?";"";"";"Utilizar contraseñas seguras y únicas.";"Compartir información confidencial en línea sin restricciones.";"Ignorar actualizaciones de seguridad y utilizar cualquier software disponible.";"No prestar atención a posibles amenazas en línea.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué se entiende por una puerta trasera no detectada?";"";"";"Una debilidad en un sistema que permite el acceso no autorizado a tu ordenador sin ser detectado.";"Una medida de seguridad adicional en un sistema que evita el acceso no autorizado.";"Un tipo de software malicioso que se instala sin el conocimiento del usuario para encriptar toda su información y pedir un rescate.";"Una técnica utilizada para proteger información confidencial en una red.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál es una debilidad común que puede llevar a una brecha de seguridad?";"";"";"Contraseñas débiles que son fáciles de adivinar.";"Mantener los sistemas actualizados con las últimas actualizaciones de seguridad.";"Compartir información confidencial solo con personas de confianza.";"Utilizar software antivirus confiable.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué se puede hacer para evitar abrir archivos adjuntos de correos electrónicos desconocidos o sospechosos?";"";"";"Verificar la fuente y el contenido del correo electrónico antes de abrir cualquier archivo adjunto.";"Abrir todos los archivos adjuntos sin importar su origen.";"No utilizar el correo electrónico como medio de comunicación para evitar cualquier tipo de amenaza.";"Desactivar las actualizaciones automáticas de seguridad.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál es una forma común en la que se pueden explotar las brechas de seguridad en los dispositivos de Internet de las Cosas?";"";"";"Acceso no autorizado a través de vulnerabilidades en la configuración de seguridad.";"Actualizaciones automáticas de software y firmware.";"Utilizar contraseñas seguras y únicas.";"Mantener los dispositivos desconectados de Internet.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué se debe hacer si se descubre una brecha de seguridad en un sistema o red?";"";"";"Informar inmediatamente a los responsables de seguridad para que tomen medidas correctivas.";"Ignorar la brecha y esperar a que se solucione por sí sola.";"Compartir la información con personas no autorizadas.";"No hacer nada y esperar a que otros descubran la brecha.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué es el catfishing?";"";"";"Una forma de engaño en línea en la cual una persona crea un perfil falso para engañar a otra persona.";"Un tipo de pesca con anzuelo especializado.";"Una técnica para obtener información personal y financiera de manera ilegal de los usuarios de internet.";"Un documental que narra historias de amor en línea.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál es el objetivo principal del catfishing?";"";"";"Engañar a otras personas haciéndoles creer que están interactuando con alguien genuino y confiable.";"Divertirse a costa de los demás en las redes sociales.";"Conseguir seguidores en las plataformas de redes sociales.";"Promover la interacción social positiva en línea.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cómo se originó el término "catfishing"?";"";"";"A partir de un documental llamado "Catfish".";"A través de un experimento científico en línea.";"Por una canción popular sobre las redes sociales.";"Por un famoso caso judicial relacionado con el engaño en línea.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué puede motivar a una persona a practicar el catfishing?";"";"";"Diversión o entretenimiento a costa de los demás.";"Búsqueda de seguidores y popularidad en línea.";"Obtención de información confidencial para fines maliciosos.";"Ayudar a otras personas a encontrar el amor verdadero.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué recomendación se da para evitar caer en un catfishing?";"";"";"No compartir información personal o financiera con personas desconocidas en línea.";"Crear perfiles falsos para proteger nuestra identidad en línea.";"Compartir información confidencial con cualquier persona en línea.";"Ignorar los instintos y confiar en cualquier perfil que parezca interesante.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál es una pauta de seguridad en línea para verificar la autenticidad de una persona?";"";"";"Realizar búsquedas en línea sobre la persona antes de entablar una relación o compartir información confidencial.";"Crear perfiles falsos en línea para engañar a otras personas.";"Compartir información personal y financiera con personas desconocidas en línea.";"Confiar en la información proporcionada por perfiles en línea sin verificarla.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué se puede sentir como consecuencia del catfishing?";"";"";"Daño emocional y pérdida de confianza en las interacciones en línea.";"Aumento de la confianza y la autoestima en línea.";"Mejora de las habilidades de comunicación en línea.";"Desinterés por las redes sociales y las aplicaciones de citas.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué tipo de información se debe evitar compartir con personas desconocidas en línea?";"";"";"Información personal o financiera.";"Datos de ubicación en tiempo real.";"Contraseñas y códigos de acceso.";"Todas las respuestas son ciertas.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál es una señal de advertencia de que un perfil en línea podría ser falso?";"";"";"Parece demasiado bueno para ser verdad.";"Tiene muchas seguidores y "me gusta" en sus publicaciones.";"Muestra interés en entablar una relación amorosa.";"Comparte información personal y financiera sin restricciones.";"";"";"es-ciberseguridad-amenazas-3"
"¿Qué se debe hacer si se sospecha que se está siendo víctima de catfishing?";"";"";"Cortar la comunicación con la persona y reportar el perfil a la plataforma.";"Compartir más información personal y financiera para confirmar la autenticidad.";"Intentar rastrear la identidad de la persona por cuenta propia.";"Ignorar la situación y esperar a que desaparezca por sí sola.";"";"";"es-ciberseguridad-amenazas-3"
"¿Cuál es uno de los riesgos asociados con el catfishing?";"";"";"Acoso y extorsión por parte del impostor.";"Mejora de las habilidades de comunicación en línea.";"Aumento de la popularidad en las redes sociales.";"Reducción de la interacción social en línea.";"";"";"es-ciberseguridad-amenazas-3"
