Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué desventaja presentan los programas en la nube?";"";"";"Se pierde el control sobre la aplicación.";"Se deben instalar en el ordenador para poder ejecutarlos.";"No están actualizados a la última versión.";"Tienen más posibilidades de tener errores al ejecutarse.";"";"";"es-software-licencias-2"
"¿Qué tipo de programas son Word, Excel y Powerpoint de Microsoft?";"";"";"Propietarios o privativos.";"Freeware.";"De licencia libre.";"Adware.";"";"";"es-software-licencias-2"
"¿Qué caracteriza a los programas freeware?";"";"";"No tienen costo y se pueden descargar sin pagar.";"Son programas que muestran publicidad durante su ejecución.";"Son programas que se pueden modificar sin restricciones.";"Son programas que se ejecutan en la nube.";"";"";"es-software-licencias-2"
"¿Qué ventaja presentan los programas en la nube?";"";"";"Están siempre actualizados a la última versión.";"Se pueden modificar y distribuir libremente.";"No necesitan conexión a internet para ejecutarse.";"Son programas gratuitos.";"";"";"es-software-licencias-2"
"¿Qué es el adware?";"";"";"Programas que muestran publicidad durante su ejecución.";"Programas gratuitos que consiguen dinero a través de la publicidad.";"Programas de licencia libre.";"Programas propietarios que se venden al usuario.";"";"";"es-software-licencias-2"
"¿Qué tipo de programas son Minecraft y Clash Royale?";"";"";"Propietarios o privativos.";"Freeware.";"De licencia libre.";"Adware.";"";"";"es-software-licencias-2"
"¿Qué es la computación en la nube?";"";"";"Programas que se ejecutan en el servidor web de la empresa que ha programado la aplicación.";"Programas que se ejecutan en el ordenador del usuario.";"Programas que no tienen costo y se pueden descargar sin pagar.";"Programas que muestran publicidad durante su ejecución.";"";"";"es-software-licencias-2"
"¿Qué caracteriza a los programas propietarios?";"";"";"Son desarrollados por compañías con ánimo de lucro y limitan los derechos de uso, distribución y modificación.";"Son programas gratuitos y su código fuente es libre.";"Son programas que se ejecutan en la nube.";"Son programas que muestran publicidad durante su ejecución.";"";"";"es-software-licencias-2"
"¿Qué es la suite ofimática LibreOffice?";"";"";"Un conjunto de programas libres que se ejecutan en el ordenador del usuario.";"Un conjunto de programas propietarios que se venden al usuario.";"Un conjunto de programas freeware que muestran publicidad durante su ejecución.";"Un conjunto de programas adware que se ejecutan en la nube.";"";"";"es-software-licencias-2"
"¿Qué es el copyright?";"";"";"Un sistema legal que protege los derechos de propiedad intelectual de los autores.";"Un sistema que permite el uso libre de las obras.";"Una licencia ofrecida por una fundación sin ánimo de lucro.";"Una forma de compartir conocimientos y cultura libremente.";"";"";"es-software-licencias-2"
"¿Cuánto tiempo están protegidas las obras por el copyright?";"";"";"Hasta 70 años después de la muerte del autor.";"Hasta 50 años después de la muerte del autor.";"Hasta 100 años después de la muerte del autor.";"No hay restricciones de uso para las obras protegidas por copyright.";"";"";"es-software-licencias-2"
"¿Qué son las licencias Creative Commons?";"";"";"Un conjunto de licencias que permiten proteger los derechos de autor, compatibles con la cultura libre.";"Un sistema legal que protege los derechos de propiedad intelectual de los autores restringiendo muchas libertades.";"Una forma de compartir conocimientos y cultura sin restricciones de ningún tipo.";"Una licencia ofrecida por una fundación sin ánimo de lucro.";"";"";"es-software-licencias-2"
"¿Qué significa la licencia Creative Commons BY-SA?";"";"";"Atribución y compartir igual.";"Atribución y no comercial.";"No comercial y Sin obras derivadas.";"No comercial y compartir igual.";"";"";"es-software-licencias-2"
"¿Qué permite hacer la licencia Creative Commons BY-SA?";"";"";"Utilizar, copiar, distribuir y modificar la obra libremente.";"Solo utilizar la obra original sin modificarla.";"Solo utilizar la obra original y compartir la obra derivada.";"Utilizar la obra original y la obra derivada libremente.";"";"";"es-software-licencias-2"
"¿Cuál es la licencia más utilizada por la enciclopedia. libre y en línea Wikipedia?";"";"";"Creative Commons BY-SA.";"Creative Commons BY-NC-SA.";"Creative Commons BY-ND.";"Copyright.";"";"";"es-software-licencias-2"
"¿Qué son las licencias copyleft?";"";"";"Licencias que permiten casi todos los derechos, manteniendo la exigencia de que la obra siga siendo libre.";"Licencias que limitan todos los derechos.";"Licencias que solo permiten el uso de la obra original sin modificaciones.";"Licencias que no permiten compartir la obra.";"";"";"es-software-licencias-2"
"¿Cuándo está una obra protegida por copyright?";"";"";"Cualquier obra original que no especifique nada.";"Solo las obras que se especifican como protegidas con copyright.";"Solo las obras técnicas.";"Cualquier obra de dominio público.";"";"";"es-software-licencias-2"
"¿Quién tiene el control exclusivo sobre la explotación de sus obras en el sistema copyright?";"";"";"Los autores de las obras.";"Los editores de las obras.";"Las fundaciones sin ánimo de lucro.";"Los usuarios que utilizan la obra.";"";"";"es-software-licencias-2"
"¿Qué objetivo persigue el sistema copyright?";"";"";"Proteger los derechos de los autores y fomentar la creación de nuevas obras.";"Permitir el uso libre de las obras.";"Fomentar que el conocimiento y la cultura se compartan libremente.";"Proteger los derechos de propiedad intelectual de los usuarios que utilizan la obra.";"";"";"es-software-licencias-2"
