Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué dificultad se plantea respecto a las consecuencias del uso de combustibles fósiles?";"";"";"Provocan efecto invernadero.";"Se desconocen las consecuencias exactas.";"No tienen ningún efecto sobre el medio ambiente.";"Solo tienen efectos beneficiosos.";"";"";"es-technology-objects-1"
"¿Por qué no podemos prever si los aparatos actuales serán beneficiosos o perjudiciales en el futuro?";"";"";"Porque la Tecnología es impredecible en sus efectos futuros.";"Porque su funcionamiento es muy sencillo.";"Porque los fabricantes los diseñan con ese propósito.";"Porque todos los aparatos son beneficiosos.";"";"";"es-technology-objects-1"
"¿Qué ha aumentado la esperanza de vida según el texto?";"";"";"El desarrollo de la medicina proporcionado por la Tecnología.";"La Tecnología ha reducido la esperanza de vida.";"Los accidentes de tráfico y de trabajo.";"La contaminación del medio ambiente.";"";"";"es-technology-objects-1"
"¿Cuáles son algunos de los nuevos peligros para la vida y la salud causados por la Tecnología?";"";"";"Accidentes de tráfico, accidentes de trabajo y enfermedades debidas a la contaminación.";"Mayor comodidad y seguridad.";"Mayor conocimiento médico.";"Menos accidentes en el trabajo.";"";"";"es-technology-objects-1"
"¿Cuál es el mensaje principal del comienzo del texto?";"";"";"La Tecnología tiene beneficios y riesgos impredecibles.";"La Tecnología solo tiene beneficios para la sociedad.";"La Tecnología es fácil de comprender.";"La Tecnología no afecta nuestra salud ni nuestro entorno.";"";"";"es-technology-objects-1"
"¿Cuál es una consecuencia negativa del desarrollo tecnológico mencionada en el texto?";"";"";"La explotación de recursos naturales no renovables.";"La mejora de los ecosistemas.";"La promoción de la biodiversidad.";"La expansión de especies animales y vegetales.";"";"";"es-technology-objects-1"
"¿Cuál es una consecuencia negativa del desarrollo tecnológico mencionada en el texto?";"";"";"La extinción de especies animales y vegetales.";"La mejora de los ecosistemas.";"La promoción de la biodiversidad.";"La expansión de especies animales y vegetales.";"";"";"es-technology-objects-1"
"¿Qué gas se menciona como dañino para el clima de la Tierra debido al desarrollo tecnológico?";"";"";"CO2 (dióxido de carbono).";"Oxígeno.";"Nitrógeno.";"Hidrógeno.";"";"";"es-technology-objects-1"
"¿Qué tipo de contaminación se menciona en el texto además de la contaminación del aire y el agua?";"";"";"La acústica.";"La radiactiva.";"La lumínica.";"La térmica.";"";"";"es-technology-objects-1"
"¿Por qué se considera dañino el aumento del CO2?";"";"";"Porque impide que el calor salga de la Tierra.";"Porque disminuye la cantidad de CO2 en la atmósfera.";"Porque mejora el equilibrio climático global.";"Porque ayuda a la refrigeración del planeta.";"";"";"es-technology-objects-1"
"¿Cuál es una de las consecuencias negativas de la Tecnología?";"";"";"La producción de basuras y residuos de todo tipo.";"La expansión de los desiertos naturales, como el Sahara.";"El enfriamiento a largo plazo de la atmósfera terrestre.";"La producción de gran cantidad de electrodomésticos que nos hacen sedentarios.";"";"";"es-technology-objects-1"
"Según el texto, ¿qué opinan algunos sobre cómo abordar el deterioro del medio ambiente?";"";"";"Que es necesario frenar o retroceder en el desarrollo tecnológico e industrial.";"Que se debe aumentar la actividad tecnológica a cualquier costo.";"Que el planeta no corre peligro y el cambio climático es un invento.";"Que la ecología es más importante que la libertad empresarial.";"";"";"es-technology-objects-1"
"¿Cuál es el enfoque del texto en relación con el desarrollo sostenible?";"";"";"Buscar maneras de minimizar el impacto ambiental de la Tecnología.";"Defender la libertad empresarial por encima de todo.";"Negar la existencia del cambio climático.";"Promover el desarrollo tecnológico sin restricciones.";"";"";"es-technology-objects-1"
"¿Qué plantean algunos defensores de la libertad empresarial según el texto?";"";"";"Que la libertad empresarial debe ser el principio fundamental de la sociedad.";"Que la ecología debe ser la principal preocupación de la sociedad.";"Que el desarrollo tecnológico debe ser frenado por completo.";"Que el planeta está en grave peligro.";"";"";"es-technology-objects-1"
"¿Cuál es una de las preocupaciones mencionadas en el texto en relación con el desarrollo sostenible?";"";"";"La dificultad de equilibrar la calidad de vida y el respeto al medio ambiente.";"El aumento constante de la Tecnología sin restricciones.";"La negación del cambio climático.";"La falta de avances tecnológicos.";"";"";"es-technology-objects-1"
"¿Qué se propone lograr el enfoque mencionado en el texto respecto al desarrollo sostenible?";"";"";"Hacer compatible la calidad de vida con el respeto al medio ambiente.";"Negar la existencia de la Tecnología.";"Fomentar la actividad tecnológica sin restricciones.";"Minimizar por completo el impacto ambiental de la Tecnología.";"";"";"es-technology-objects-1"
"¿Qué se entiende por desarrollo sostenible según el texto?";"";"";"Satisfacer las necesidades actuales sin comprometer los recursos futuros.";"Consumir petróleo con restricciones para no agotar todos los pozos.";"Talar árboles sin preocuparse por la repoblación.";"Mantener un sistema ambiental sin cambios.";"";"";"es-technology-objects-1"
"¿Por qué consumir petróleo no se considera una actividad sostenible según el texto?";"";"";"Porque no se conoce ningún sistema para crear petróleo.";"Porque es una fuente de energía que genera CO2.";"Porque mejora la calidad de vida de todas las personas.";"Porque es una fuente de energía renovable.";"";"";"es-technology-objects-1"
"¿Qué objetivo se busca al promover la autosuficiencia regional en el desarrollo sostenible?";"";"";"Reducir la dependencia de recursos externos.";"Aumentar la dependencia de recursos externos.";"Promover la explotación de recursos sin restricciones.";"Reducir la calidad de vida de todas las personas.";"";"";"es-technology-objects-1"
"¿Por qué es importante restaurar los ecosistemas dañados en un desarrollo sostenible?";"";"";"Para mantener el equilibrio ambiental.";"Para agotar los recursos naturales.";"Para promover la dependencia de recursos externos.";"Para aumentar la contaminación.";"";"";"es-technology-objects-1"
"¿Cuál es uno de los principios del desarrollo sostenible mencionado en el texto?";"";"";"Usar los recursos de manera eficiente.";"Desarrollar tecnologías contaminantes.";"Ignorar la importancia de la naturaleza.";"Priorizar el bienestar de unos pocos.";"";"";"es-technology-objects-1"
"¿Qué debe asegurar una actividad económica para considerarse sostenible?";"";"";"Mejorar la calidad de vida de todas las personas.";"Beneficiar únicamente a unos pocos.";"Agotar los recursos naturales.";"Ignorar el sistema ambiental.";"";"";"es-technology-objects-1"
"¿Cuál es uno de los objetivos del desarrollo sostenible en relación con la actividad económica?";"";"";"Mantener o mejorar el sistema ambiental.";"Agotar los recursos naturales de manera rápida.";"Priorizar el beneficio de unos pocos.";"No promover el reciclaje ni la reutilización.";"";"";"es-technology-objects-1"
"¿Por qué es importante reconocer la importancia de la naturaleza en el desarrollo sostenible?";"";"";"Porque la naturaleza contribuye al bienestar humano.";"Porque la naturaleza no tiene ningún impacto en el bienestar humano.";"Porque la naturaleza es innecesaria para la sociedad.";"Porque la naturaleza es perjudicial para el medio ambiente.";"";"";"es-technology-objects-1"
"¿Cuál es uno de los principios clave del desarrollo sostenible según el texto?";"";"";"Implantar y desarrollar tecnologías limpias.";"Ignorar los recursos naturales.";"Promover la dependencia de recursos externos.";"Consumir recursos de manera ilimitada.";"";"";"es-technology-objects-1"
