Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué tipo de daños pueden causar los ataques DoS?";"";"";"Pérdida de ingresos para las empresas, interrupción de servicios críticos y pérdida de reputación.";"Mejora de la reputación y reconocimiento de una organización.";"Aumento de la seguridad y protección de los sistemas y redes.";"Mejora del rendimiento y velocidad de los servicios en línea.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué es una botnet en el contexto de los ataques DDoS?";"";"";"Una red de dispositivos infectados utilizados para lanzar un ataque.";"Un software de seguridad utilizado para proteger contra ataques DDoS.";"Una técnica para mejorar la velocidad y rendimiento de una red.";"Un protocolo de comunicación utilizado para coordinar ataques DDoS.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es la finalidad de implementar medidas de seguridad y mitigación en los sistemas y redes?";"";"";"Protegerse de los ataques de denegación de servicio y mantener la disponibilidad de los servicios en línea.";"Aumentar la velocidad y rendimiento de una red.";"Reducir el acceso a los servicios en línea para los usuarios legítimos.";"Incrementar el robo de información confidencial.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál de las siguientes afirmaciones es cierta sobre los ataques DoS?";"";"";"No tienen como objetivo robar información o comprometer la seguridad de un sistema.";"Se enfocan en mejorar la reputación de las organizaciones.";"Son técnicas legítimas utilizadas para mejorar la disponibilidad de los servicios en línea.";"Solo afectan a sistemas personales y no a redes empresariales.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es el objetivo principal de un ataque de denegación de servicio (DoS)?";"";"";"Interrumpir los servicios y causar inconvenientes o pérdidas económicas.";"Obtener acceso no autorizado a un sistema o red.";"Robar información confidencial de los usuarios.";"Mejorar la seguridad y protección de un sistema.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué es el DNS poisoning?";"";"";"Una técnica utilizada para alterar o corromper la información en la base de datos de nombres de dominio (DNS).";"Una técnica utilizada para alterar o corromper la información en la base de datos de denegación de servicio (DNS).";"Un sistema de seguridad utilizado para proteger los datos personales.";"Una técnica para optimizar el rendimiento de los servidores DNS.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es el objetivo principal del DNS poisoning?";"";"";"Redirigir a los usuarios a sitios web maliciosos o falsos.";"Mejorar la velocidad y rendimiento de la conexión a Internet.";"Proteger los datos personales de los usuarios.";"Optimizar la seguridad de los servidores DNS.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cómo manipulan los atacantes los datos en el DNS poisoning?";"";"";"Alterando o corrompiendo los datos almacenados en los servidores DNS.";"Mejorando la funcionalidad de los servidores DNS.";"Aumentando la capacidad de almacenamiento de los servidores DNS.";"Creando nuevos servidores DNS desde cero.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué es el secuestro de DNS?";"";"";"Un ejemplo de DNS poisoning donde los atacantes alteran los registros para redirigir a los usuarios a sitios web falsificados.";"Una medida de seguridad utilizada para proteger los servidores DNS.";"Un método para mejorar la velocidad de carga de los sitios web.";"Un protocolo de comunicación utilizado en la administración de servidores DNS.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué es el pharming?";"";"";"Una forma de DNS poisoning donde los atacantes redirigen a los usuarios a sitios web falsos sin su conocimiento.";"Un protocolo utilizado para administrar la seguridad en los servidores DNS de forma distribuida por parte de los administradores del sistema.";"Una técnica para mejorar el rendimiento de los servidores DNS.";"Una medida de seguridad utilizada para proteger los datos personales.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuáles pueden ser las consecuencias del DNS poisoning?";"";"";"Los usuarios pueden verse expuestos a sitios web maliciosos y corren el riesgo de robo de datos o propagación de malware.";"Los usuarios experimentarán una mejora significativa en la velocidad de conexión a internet, aunque con cortes esporádicos.";"Los servidores DNS se vuelven más eficientes y confiables.";"Los ataques de phishing se vuelven más difíciles de detectar para los usuarios.";"";"";"es-ciberseguridad-amenazas-4"
"¿Por qué puede ser difícil para los usuarios detectar el DNS poisoning?";"";"";"La redirección ocurre a nivel de los servidores DNS y no en el dispositivo del usuario.";"Los usuarios no están familiarizados con los términos técnicos relacionados con el DNS poisoning.";"Los servidores DNS son muy eficientes en la detección de ataques de envenenamiento.";"Los usuarios generalmente no visitan sitios web maliciosos o falsos.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué medidas de seguridad se pueden tomar para protegerse del DNS poisoning?";"";"";"Utilizar servidores DNS reconocidos y estar alerta ante señales de phishing o webs sospechosas.";"Utilizar cualquier servidor DNS disponible y no preocuparse por las actualizaciones de software.";"Desactivar los firewalls y sistemas de detección de intrusiones para evitar bloqueos en los servidores DNS.";"Ignorar las posibles señales de phishing y no prestar atención a los sitios web que parecen sospechosos.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es la función principal del servidor DNS?";"";"";"Traducir los nombres de dominio legibles para los humanos en direcciones IP numéricas que las computadoras pueden entender.";"Mejorar la seguridad de los sitios web y evitar ataques de envenenamiento de DNS.";"Almacenar información confidencial de los usuarios y protegerla de accesos no autorizados.";"Optimizar el rendimiento de la conexión a Internet y acelerar la carga de los sitios web.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué se puede hacer para detectar y prevenir ataques de envenenamiento de DNS?";"";"";"Configurar firewalls y sistemas de detección de intrusiones.";"No utilizar servidores DNS confiables y evitar las actualizaciones de software.";"Proporcionar información personal en sitios web no verificados.";"Mantener el software y los sistemas operativos desactualizados.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué tipo de información se encuentra en la base de datos de nombres de dominio (DNS)?";"";"";"Los registros que relacionan los nombres de dominio (www.google.com) con las direcciones IP correspondientes.";"Los registros que relacionan los nombres de dominio (www.google.com) con las direcciones https correspondientes.";"Las direcciones IP de los servidores DNS utilizados en una red.";"Los nombres de los países asociados con los dominios en Internet.";"";"";"es-ciberseguridad-amenazas-4"
"¿Cuál es el propósito del envenenamiento de cachés DNS locales en los dispositivos de los usuarios?";"";"";"Redirigir a los usuarios a sitios web falsos o maliciosos.";"Mejorar el rendimiento de los dispositivos y acelerar la conexión a Internet.";"Proteger los datos personales de los usuarios y evitar el robo de información.";"Optimizar la seguridad de los servidores DNS y prevenir ataques de envenenamiento.";"";"";"es-ciberseguridad-amenazas-4"
"¿Qué es una dirección IP?";"";"";"Una identificación numérica única asignada a cada dispositivo conectado a una red (por ejemplo 81.169.145.93).";"Un nombre de dominio utilizado para acceder a sitios web específicos (por ejemplo https://www.google.com).";"Un código de seguridad utilizado para proteger las cuentas en línea.";"Una técnica utilizada para corromper los datos almacenados en los servidores DNS.";"";"";"es-ciberseguridad-amenazas-4"
