Question;Image;Image_width;Choice_1;Choice_2;Choice_3;Choice_4;Choice_5;Choice_6;Block
"¿Qué función tiene la refrigeración por aire en un ordenador?";"";"";"Extraer el calor generado por los circuitos.";"Aumentar la temperatura de los componentes.";"Acelerar el funcionamiento de la CPU.";"Evitar la acumulación de polvo en los circuitos.";"";"";"es-hardware-auxiliares-2"
"¿Qué componentes del ordenador suelen contar con ventiladores en la refrigeración por aire?";"";"";"CPU, tarjeta gráfica y fuente de alimentación.";"CPU, tarjeta gráfica y disco duro.";"Disco duro, memoria RAM y lector de CD/DVD.";"Tarjeta gráfica, memoria RAM y disco duro.";"";"";"es-hardware-auxiliares-2"
"¿Por qué algunos ordenadores utilizan sistemas de ventilación por convección, sin ventiladores?";"";"";"Para evitar el ruido de los ventiladores.";"Para enfriar los componentes de manera más efectiva.";"Para ahorrar energía eléctrica.";"Para reducir el tamaño de la caja del ordenador.";"";"";"es-hardware-auxiliares-2"
"¿Cuál es la principal desventaja de la refrigeración líquida frente a la refrigeración por aire?";"";"";"Su elevado precio.";"Su menor eficacia en la extracción de calor.";"Su mayor ruido producido.";"Su mayor consumo de energía eléctrica.";"";"";"es-hardware-auxiliares-2"
"¿Qué medio refrigerante utiliza la refrigeración líquida?";"";"";"Agua u otro líquido.";"Aire.";"Gas a presión.";"Nitrógeno.";"";"";"es-hardware-auxiliares-2"
"¿Por qué la refrigeración líquida produce menos ruido que la refrigeración por aire?";"";"";"Porque los líquidos son menos ruidosos que los gases.";"Porque la refrigeración líquida no utiliza ventiladores.";"Porque los ventiladores de la refrigeración líquida son más silenciosos.";"Porque los líquidos son más eficaces en la extracción de calor.";"";"";"es-hardware-auxiliares-2"
"¿Qué es la refrigeración por aire?";"";"";"Una técnica de enfriamiento que utiliza ventiladores para extraer el calor generado por los circuitos.";"Una técnica de enfriamiento que utiliza agua como medio refrigerante.";"Una técnica de enfriamiento que utiliza aire caliente para enfriar los componentes.";"Una técnica de enfriamiento que utiliza hielo seco para enfriar los componentes.";"";"";"es-hardware-auxiliares-2"
"¿Qué función cumple la refrigeración por aire en los ordenadores más potentes?";"";"";"Extraer el calor generado por sus circuitos.";"Generar calor adicional para aumentar su potencia.";"Enfriar la superficie externa de los componentes.";"Aumentar la velocidad de los ventiladores.";"";"";"es-hardware-auxiliares-2"
"¿Qué ventaja tiene la refrigeración por aire frente a la refrigeración líquida?";"";"";"Su menor costo.";"Su menor ruido producido.";"Su mayor eficacia en la extracción de calor.";"Su menor consumo de energía eléctrica.";"";"";"es-hardware-auxiliares-2"
"¿Qué es la caja del ordenador?";"";"";"La estructura metálica o plástica que alberga y protege los componentes del ordenador.";"Un dispositivo que permite al ordenador conectarse a una red inalámbrica.";"El sistema encargado de proporcionar energía eléctrica a los componentes del ordenador.";"El dispositivo que permite la conexión del monitor al ordenador.";"";"";"es-hardware-auxiliares-2"
"¿Qué es una caja tipo rack?";"";"";"Una caja utilizada para albergar y proteger servidores.";"Una caja utilizada en los ordenadores portátiles.";"Una caja utilizada en los ordenadores de escritorio de menor tamaño.";"Una caja utilizada en los ordenadores todo-en-uno.";"";"";"es-hardware-auxiliares-2"
"¿Qué es una caja de tipo torre?";"";"";"Una caja grande utilizada para albergar y proteger los componentes del ordenador de escritorio.";"Una caja utilizada en los ordenadores portátiles.";"Una caja utilizada en los servidores de datos.";"Una caja utilizada en los ordenadores todo-en-uno.";"";"";"es-hardware-auxiliares-2"
"¿Cuál es la función de la pila de la placa base?";"";"";"Alimentar el reloj en tiempo real y la memoria RAM-CMOS.";"Proporcionar energía eléctrica a la CPU.";"Mantener refrigerada la CPU.";"Almacenar los archivos de la BIOS.";"";"";"es-hardware-auxiliares-2"
"¿Qué suele ocurrir cuando la pila de la placa base se desgasta?";"";"";"El reloj deja de mantener la hora actual y se pierden los ajustes de la BIOS.";"El ordenador no puede conectarse a internet.";"El ordenador se apaga automáticamente.";"La tarjeta gráfica deja de funcionar.";"";"";"es-hardware-auxiliares-2"
"¿Dónde se suele encontrar la pila de repuesto para la placa base?";"";"";"En cualquier comercio generalista.";"En tiendas especializadas en informática.";"En tiendas de electrónica.";"En supermercados de barrio.";"";"";"es-hardware-auxiliares-2"
"¿Qué tipo de pila suele ser la utilizada en la placa base?";"";"";"Pila de botón modelo CR-2032.";"Pila recargable modelo AA.";"Pila de botón modelo CR-2048.";"Pila de botón modelo CR-2025.";"";"";"es-hardware-auxiliares-2"
"¿Qué es el RTC o reloj en tiempo real?";"";"";"Un circuito integrado que mantiene la fecha y hora actual aunque el ordenador esté apagado.";"Un circuito integrado que mantiene la fecha y hora actual mientras el ordenador está encendido.";"Un componente que se utiliza para aumentar el rendimiento del procesador.";"Un dispositivo que se utiliza para mantener la conexión a internet.";"";"";"es-hardware-auxiliares-2"
"¿Qué tipo de pila se utiliza para alimentar el RTC?";"";"";"Una pila de tipo botón.";"Una pila alcalina AA.";"Una batería de ácido-plomo.";"Una pila recargable.";"";"";"es-hardware-auxiliares-2"
"¿Cuál es la función principal del RTC?";"";"";"Mantener la fecha y hora actual aunque el ordenador esté apagado.";"Mejorar el rendimiento del procesador.";"Proporcionar conexión a Internet.";"Conectar dispositivos externos al ordenador.";"";"";"es-hardware-auxiliares-2"
"¿Cuánto tiempo puede durar la pila del RTC en funcionamiento?";"";"";"Varios años.";"Unos pocos meses.";"Un año.";"Depende del uso del ordenador.";"";"";"es-hardware-auxiliares-2"
"¿Para qué se utiliza el reloj de tiempo real en un ordenador?";"";"";"Para asignar la fecha y hora actual a los archivos creados.";"Para aumentar la velocidad de procesamiento del ordenador.";"Para mejorar la calidad de imagen del monitor.";"Para conectar dispositivos externos al ordenador.";"";"";"es-hardware-auxiliares-2"
"¿Qué es el modding?";"";"";"La técnica de modificar la estética de un ordenador personal.";"La técnica de mejorar el rendimiento del procesador.";"La técnica de conectar dispositivos externos al ordenador.";"La técnica de reparar ordenadores dañados.";"";"";"es-hardware-auxiliares-2"
"¿Qué elementos se pueden añadir en el modding de un ordenador personal?";"";"";"Luces, imágenes, paredes transparentes, etc.";"Componentes para aumentar la velocidad del procesador.";"Conectores para dispositivos externos.";"Cables para mejorar las conexiones.";"";"";"es-hardware-auxiliares-2"
